id_assessment,student_id,question_id,id_topic,id_subtopic,question_level,answer_student,date_assessment,duration,option_selected,id_lect,description,question,level,answer1,answer2,answer3,answer4,file_name,file_ext,date_question,validate,validate_date,validate_by,newLevel,algorithmLevel,checked,keyword_id,keyword_name,topic_name,subtopic_name
6429,986,289,18,11.0,4,0,07/01/2020 18:54,,,38,,"Consider the linear transformation $F: \mathbb{R}^3\rightarrow \mathbb{R}^2$ defined by $F(x, y, z)=(5z, x+2y)$. 
Let the kernel, $ker(F)$ and the space image of $F$, $range(F)$, respectively.  Choose the right answer:",Advanced,"$(2, -1, 0) \in ker(F)$ and $(1, 1) \in range(F)$ 
","$(0, 0) \in ker(F)$ and $(1, 1) \in range(F)$
","$(3, 5) \in ker(F)$ and $(1, -1, 2) \in range(F)$
","$((2, -1, 0)\in ker(F)$ and $(1, -1, 2) \notin range(F)$ ",,,26/04/2019 15:44,1,14/05/2019 11:53,61.0,5,4,1.0,159.0,Kernel,Linear Algebra,Linear Transformations
8915,1600,86,3,,2,0,14/07/2020 9:53,,,42,,"Determine which of these functions are periodic:
\[
f(x) = \sin(\operatorname{e}^x),\qquad g(x)=\operatorname{e}^{\sin (x)},\qquad h(x) = x - [x],\qquad i(x) = x+ [x],
\]
where $[x]=\max\{n\in\mathbb{Z}:n\le x\}$ denotes the integer part of $x$.",Advanced,$g$ and $h$.,$f$ and $g$.,$f$ and $i$.,$f$ and  $h$.,,,11/03/2019 9:49,1,01/08/2019 1:46,64.0,5,3,1.0,339.0,Periodicity of a function,Real Functions of a Single Variable,
18345,3309,1113,26,,4,1,18/06/2023 17:20,,,37,,"Consider the table

$$\begin{array}{c|ccccc}
x & 1.0 & 1.3 & 1.6 & 1.9 & 2.2   \\
\hline
y & 0.7652 & 0.6201 & 0.4554 & 0.2818 & 0.1104 \\
\end{array}$$

Find the polynomial of degree $2$ that better approximates $f(2.0)$ using Newton's polynomial interpolation.",Basic,$P_2(x)=1.7286 - 0.6219x + 0.01233x^2$.,$P_2(x)=1.7286 - 0.6219x - 0.01233x^2$.,$P_2(x)=1.7286 + 0.6219x + 0.01233x^2$.,$P_2(x)=-1.7286 - 0.6219x + 0.01233x^2$.,,,14/06/2020 20:12,1,15/06/2020 17:31,38.0,4,4,1.0,269.0,Polynomial interpolation,Numerical Methods,
9156,1594,549,25,,3,1,26/07/2020 16:53,,,81,,"Consider the vectors $u=(-1, 2, 3)$ and $v=(0, 1, 1)$ of $\mathbb{R}^3$. The cross product $u\times v$ is: ",Basic,A vector that is normal to the plane containing $u$ and $v$ with norm $\sqrt{3}$.,A vector parallel to $u$ and $v$ with norm $\sqrt{3}$.,A vector that is perpendicular to both $u$ and $v$ with norm $2\sqrt{7}$ .,A vector parallel to $u$ and $v$ with norm $2\sqrt{7}$.,,,07/05/2019 10:07,1,07/05/2019 17:06,38.0,3,3,1.0,65.0,Cross product,Analytic Geometry,
16712,3106,799,7,2.0,2,0,28/10/2022 21:02,,,50,,"Simplify:

$\frac{a^3b^2}{ab^2-a^2b}$",Advanced,$\frac{a^2b}{b-a}$,$a^2b$,$ab^4$,$\frac{ab^5}{ab}$,,,27/06/2019 1:04,1,27/09/2019 7:47,61.0,4,6,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities"
7333,840,452,18,10.0,4,1,09/01/2020 15:40,,,81,,"Indicate two vectors of $V=\left\{(0,1),(1,3),(0,2),(2,6),\left(\dfrac{1}{3},1\right)\right\}$ which are linearly independent.",Basic,"$(0,1)$ and $(1,3)$","$(0,1)$ and $(0,2)$","$(1,3)$ and $(2,6)$","$(1,3)$ and $\left(\dfrac{1}{3},1\right)$",,,02/05/2019 19:01,1,02/05/2019 19:35,38.0,1,1,1.0,148.0,Span,Linear Algebra,Vector Spaces
22960,3514,909,4,4.0,2,0,16/01/2025 21:20,,,155,,"The differentiable function $f(x,y,z)=\ln(x?+y?+z?-3xyz)$ satisfies the equation",Basic,$\dfrac{?f}{?x}+\dfrac{?f}{?y}+\dfrac{?f}{?z}=\dfrac{3}{x+y+z}$,"$\frac{\partial f}{\partial x}+\frac{\partial f}{\partial y}-\frac{\partial f%
}{\partial z}=\frac{3}{x+y+z}$","$\frac{\partial f}{\partial x}+\frac{\partial f}{\partial y}+\frac{\partial f%
}{\partial z}=\frac{1}{x+y+z}$","$\frac{\partial f}{\partial x}+\frac{\partial f}{\partial y}+\frac{\partial f%
}{\partial z}=\frac{2}{x+y+z}$",,,23/07/2019 11:13,1,20/11/2019 17:14,155.0,3,2,1.0,97.0,Gradient,Differentiation,Partial Differentiation
7195,1322,381,18,11.0,4,1,08/01/2020 19:37,,,38,,"Consider the linear transformation $F: \mathbb{R}^2\rightarrow \mathbb{R}^3$ be defined by $F(x, y)=(x+3y, 2x-y, x)$. 
Let the kernel, $ker(F)$ and the space image of $F$, $range(F)$, respectively.  Choose the right answer:",Advanced,"$ker(F)= \{(0, 0)\}$ and $range(F)=\{(x, y, z)\in \mathbb{R}^3: x+3y-7z=0\}$ ","$(0, 3) \in ker(F)$ and $range(F)=\{(x, y, z)\in \mathbb{R}^3: x+3y=7z\}$
","$ker(F)=\mathbb{R}^2$ and $range(F)=\mathbb{R}^3$
","$ker(F)=\{(x, -3x, 2x)\}$ and $range(F)=\mathbb{R}$",,,27/04/2019 22:23,1,16/05/2019 16:07,61.0,5,4,1.0,159.0,Kernel,Linear Algebra,Linear Transformations
14027,2545,667,7,2.0,7,1,11/10/2021 17:10,,,50,,"Solve for $x$:

$\dfrac{x}{3}= \dfrac{3}{x}$",Basic,$x= \pm3$,$x=3$,$x=1$,$x=0$,,,14/05/2019 17:34,1,09/09/2019 1:02,37.0,2,4,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities"
5881,1076,780,18,11.0,5,-1,06/01/2020 23:24,,,81,,Let $F: \mathbb{R}^5\rightarrow \mathbb{R}^3$ be a linear surjective application and $T: \mathbb{R}^4\rightarrow \mathbb{R}^4$ be an invertible linear operator. Choose the correct answer: ,Basic,"$Ker(F)=\mathbb{R}^2$ and $Ker(T)=\left\{(0,0,0,0)\right\}$",$Ker(F)=\mathbb{R}^2$ and $Ker(T)=\left\{\right\}$,"$Ker(F)=\mathbb{R}^3$ and $Ker(T)=\left\{(0,0,0,0)\right\}$",$Ker(F)=\mathbb{R}^2$ and $Ker(T)=\mathbb{R}^4$,,,21/06/2019 18:22,1,04/10/2019 10:18,61.0,2,1,1.0,159.0,Kernel,Linear Algebra,Linear Transformations
20599,3342,1514,10,,5,0,31/05/2024 14:07,,,2956,,"Let $z_1=3-4i \in \mathbb{C}$ and $z_2=-2+7i \in \mathbb{C}$.
Calculate the value of:
$\cdot \ z_1+z_2,$
$\cdot \ z_1-z_2$
$\cdot \ z_1 \times z_2$
$\cdot \ \frac{z_1}{z_2}$",Basic,"$z_1+z_2 = 1+3i$

$z_1-z_2 = 5-11i$

$z_1 \times z_2 = 22+29i$

$\frac{z_1}{z_2} = -\frac{34}{53}-\frac{13}{53}i$","$z_1+z_2 = 1+3i$

$z_1-z_2 = 1-11i$

$z_1 \times z_2 = -34+29i$

It is not possible to divide two complex numbers.","$z_1+z_2 = 1+3i$

$z_1-z_2 = 5-11i$

$z_1 \times z_2 = -34+29i$

$\frac{z_1}{z_2} = -\frac{22}{53}-\frac{13}{53}i$","$z_1+z_2 = 1+3i$

$z_1-z_2 = 1-11i$

$z_1 \times z_2 = -27+43i$

$\frac{z_1}{z_2} = -\frac{37}{53}+\frac{12}{53}i$",,,16/02/2023 10:49,1,17/02/2023 16:24,64.0,3,4,1.0,26.0,Conjugate number,Complex Numbers,
14049,2481,646,18,7.0,1,0,11/10/2021 17:46,,,52,,"Suppose that $A=\left( \begin{array}{rrr}  
-2  & -1 & 1 \\ 
0 & 1 & 2\\
2  & 1 & -2\end{array}
\right)$, $B=\left( \begin{array}{rrr}  
4  & 1 & 0\end{array}
\right)$, and $C=\left( \begin{array}{rrr}  
0  & 3 & -1\end{array}
\right)$. Find $X$ if $X\cdot A-B=C$.",Basic,"$\left( \begin{array}{rrr}  
1  & 2 & 3\end{array}
\right)$","$\left( \begin{array}{rrr}  
-2  & 0 & -1\end{array}
\right)$","$\left( \begin{array}{rrr}  
4  & 4 & -1\end{array}
\right)$",given operation is not valid,,,12/05/2019 11:44,1,04/06/2019 12:51,67.0,3,1,1.0,114.0,Matrix multiplication,Linear Algebra,Matrices and Determinants
1972,351,147,4,3.0,1,0,19/11/2019 20:13,,,57,,Differentiate $y = \operatorname{cos}(1-4x)$.,Basic,$\frac{dy}{dx}=4\operatorname{sin}(1 - 4x)$,$\frac{dy}{dx}=-4\operatorname{sin}(1 - 4x)$,$\frac{dy}{dx}=-\operatorname{sin}(1 - 4x)$,$\frac{dy}{dx}=-\operatorname{sin}(-4)$,,,29/03/2019 14:53,1,04/04/2019 23:21,37.0,1,1,1.0,85.0,Product rule,Differentiation,Derivatives
7987,582,348,10,,3,0,18/01/2020 17:26,,,78,,The set of points $z$ in the complex plane that satisfy the relation $|z+1-2i|=2$ is the,Advanced, circle of radius $2$ and center $-1+2i$.,circle of radius $2$ and center $1-2i$.,circle of radius $\sqrt{2}$ and center $-1+2i$.,circle of radius $\sqrt{2}$ and center $1-2i$.,,,26/04/2019 21:41,1,27/04/2019 17:42,37.0,4,3,1.0,30.0,Complex plane ,Complex Numbers,
8198,1505,962,12,12.0,1,0,20/03/2020 20:53,,,37,,"Solving an integer programming problem by rounding off answers obtained by solving it as a linear programming problem (using simplex), it is possible to conclude that",Basic,the value of the objective function for a maximization problem will likely be less than the simplex solution.,the values of decision variables obtained by rounding off are always very close to the optimal values.,the value of the objective function for a minimization problem will likely be less than the simplex solution.,all constraints are satisfied exactly.,,,17/11/2019 2:33,1,11/12/2019 15:51,61.0,3,1,1.0,167.0,Simplex method,Optimization,Linear Optimization
1379,524,668,7,,1,0,05/11/2019 23:02,,,50,,"Solve for $t$:

$\dfrac {15}{3t^2}= \dfrac{2}{5}$",Basic,$t=\pm3.54$,$t=3.54$,$t=\pm0.71$,$t=0.71$,,,14/05/2019 17:48,1,09/09/2019 1:04,37.0,2,1,1.0,5.0,Simplify expressions,Fundamental Mathematics,
15445,2892,1114,26,,2,0,20/05/2022 18:33,,,37,,"Consider the table

$$\begin{array}{c|ccc}
x & 2 & 2.5 & 4   \\
\hline
y & 0.5 & 0.4 & 0.25 \\
\end{array}$$

Using the least squares method, find the polynomial of degree $1$.",Basic,$P_1(x) = -0.119231x + 0.721154$.,$P_1(x) = -0.119231x - 0.721154$.,$P_1(x) = 0.119231x + 0.721154$.,$P_1(x) = +0.119231x - 0.721154$.,,,14/06/2020 20:26,1,15/06/2020 17:31,38.0,5,3,1.0,359.0,Least squares method,Numerical Methods,
2120,657,201,14,,2,-1,26/11/2019 13:17,,,41,,Find the $t_{\frac{\alpha}{2}}$ value for a $80\%$ confidence interval when the sample size is $15$.,Basic,$1.345$,$1.341$,$1.350$,$0.841$,tables.pdf,pdf,04/04/2019 9:45,1,05/05/2019 13:01,37.0,5,5,1.0,55.0,Quantile,Statistics,
809,406,108,7,2.0,7,1,10/10/2019 10:15,,,50,,"Make $a$ the subject of the expression

$mz=ad$",Basic,$a=\frac{mz}{d}$,$a=\frac{d}{mz}$,$a=d+mz$,$a=d-mz$,,,20/03/2019 21:54,1,24/04/2019 0:31,37.0,1,4,1.0,317.0,Rearranging equations,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities"
18390,2570,1216,26,,3,1,20/06/2023 23:37,,,1545,,"Consider the following table of divided differences:

$$\begin{array}{|l|c|c|c|c|c|c|}
\hline
\text{$x_i$} & \text{$f_i$} \\
\hline
-1.5 & -3.75 & & & & &  \\
& & -2.50 & & &  \\
-1.0 & -5.00 & & 3.00 & &  \\
 & & 3.50 & & -4.00 &  \\
0.5 & 0.25 & & A &  & 4.00 &  \\
 & & -10.50 &  & 8.00 & & -0.13 \\
1.0 & -5.00 &  & 13.00 & & B \\
 & & 2.5 & & 18.67 &  \\
1.5 & -3.75 & & 41.00 & &  \\
 & & 43.50 & & &  \\
2.0 & 18.00 & & & &  \\
\hline
\end{array}$$

Complete the table by calculating $A$ and $B$.",Basic,"$A = -7.0, and B= 3.6$.","$A = 3.6, and B = -7.0$.","$A = -7.0, and B= 10.0$.","$A = 3.0, and B = 3.6$.",,,18/11/2020 19:36,1,20/12/2020 15:57,37.0,1,1,1.0,269.0,Polynomial interpolation,Numerical Methods,
17269,2637,910,12,,4,1,01/12/2022 0:34,,,155,,"The point $P=(x,y,z)$ on the plane $2x+y-z-5=0$ closest to the origin is:",Basic,"$\left( \dfrac{5}{3},\dfrac{5}{6},-\dfrac{5}{6}\right)$.","$\left(- \dfrac{5}{3},\dfrac{5}{6},-\dfrac{1}{2}\right)$.","$\left( \dfrac{5}{3},\dfrac{5}{6},\dfrac{1}{2}\right)$.",No solution.,,,23/07/2019 11:20,1,17/06/2020 10:54,37.0,4,3,1.0,177.0,Minimum,Optimization,
18419,2904,1118,26,,4,0,21/06/2023 11:30,,,37,,Consider $f(x)=\dfrac{1}{x}$ and $h=0.5$. Find the upper limit of the error when calculating $f'(2.5)$ using the three points rule.,Basic,$E\leq 3 \times 10^{-3}$,$E\leq 3 \times 10^{-4}$,$E\leq 10^{-3}$,$E\leq 10^{-4}$,,,14/06/2020 21:13,1,15/06/2020 17:34,38.0,5,4,1.0,353.0,Three points rule,Numerical Methods,
11970,1890,335,10,,5,1,23/01/2021 14:59,,,78,,The polar form of $z=-1-i$ is ,Basic,$z=\sqrt{2}\operatorname{e}^{i\frac{5\pi}{4}}$,$z=\dfrac{\sqrt{2}}{2}\operatorname{e}^{i\frac{3\pi}{4}}$,$z=\sqrt{2}\operatorname{e}^{-i\frac{5\pi}{4}}$,$z=\dfrac{\sqrt{2}}{2}\operatorname{e}^{i\frac{5\pi}{4}}$,,,26/04/2019 19:33,1,27/04/2019 17:37,37.0,2,1,1.0,25.0,Modulus of a complex number,Complex Numbers,
10486,351,668,7,2.0,1,0,03/12/2020 12:41,,,50,,"Solve for $t$:

$\dfrac {15}{3t^2}= \dfrac{2}{5}$",Basic,$t=\pm3.54$,$t=3.54$,$t=\pm0.71$,$t=0.71$,,,14/05/2019 17:48,1,09/09/2019 1:04,37.0,2,1,1.0,5.0,Simplify expressions,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities"
18585,2577,1096,26,,1,1,22/06/2023 0:29,,,37,,"Consider the system of equations

$$\begin{cases}
60x_1-30x_2-20x_3  & = & -400  \\
-30x_1+180x_2-60x_3  & = & 400 \\
-20x_1-60x_2+150x_3  & = & 300 \\
\end{cases}$$
 
What is the solution approximation after $2$ iterations of the Jacobi method?

Consider the initial approximation as $(0,0,0)$.",Basic,"$(-4.89,1.78, 2.00)$","$(-4.89,1.78, 1.98)$ ","$(-4.87,1.78, 1.98)$ ","$(-6.67,2.22,2.00)$ ",,,14/06/2020 18:46,1,17/06/2020 16:36,37.0,4,3,1.0,351.0,Jacobi method,Numerical Methods,
21649,3476,1488,10,,3,1,22/10/2024 17:30,,,2956,,"If $z=\frac{i^{4n-1}+i^{2n}}{1-i}$ and $n \in \mathbb{N}$, then it is possible to say that:",Advanced,"$z=\begin{cases}
-i & \text{if } n \text{ is odd} \\
1 & \text{if } n \text{ is even}
\end{cases}$",$z$ is a real number.,$z$ has real and imaginary parts different from zero.,$z$ is a pure imaginary.,,,07/02/2023 17:55,1,17/02/2023 15:58,64.0,3,4,1.0,24.0,Imaginary part,Complex Numbers,
20460,3342,774,17,,5,1,31/05/2024 10:10,,,79,,"In the diagram the sides of the rectangle have a ratio of $1:2$, and the circle is tangent to three sides of the rectangle. If a point is chosen at random inside the rectangle, what is the probability that it is inside the circle?",Advanced,$\dfrac{\pi}{8}$,$\dfrac{\pi}{4}$,$\dfrac{4+\pi}{4}$,$\dfrac{8+\pi}{8}$,diagram1.png,png,08/06/2019 20:49,1,19/11/2019 19:51,41.0,5,4,1.0,35.0,Sample space,Probability ,
15664,2904,1094,26,,2,1,25/06/2022 17:01,,,37,,"Consider the system of equations

$$\begin{cases}
60x_1-30x_2-20x_3  & = & -400  \\
-30x_1+180x_2-60x_3  & = & 400 \\
-20x_1-60x_2+150x_3  & = & 300 \\
\end{cases}$$
 
Will the Jacobi method solve the problem?",Basic,"Yes, considering any initial approximation.",No.,"Only if the initial approximation is $(0,0,0)$. ",Only on a limited set of initial approximations.,,,14/06/2020 18:43,1,17/06/2020 10:12,37.0,4,2,1.0,351.0,Jacobi method,Numerical Methods,
15781,2954,761,17,,1,0,13/09/2022 18:15,,,79,,"If a dice is thrown twice, what is the probability of getting a different number of dots?",Basic, $\dfrac{5}{6}$,$\dfrac{1}{36}$,$\dfrac{25}{36}$,$\dfrac{12}{36}$,,,08/06/2019 20:29,1,19/11/2019 19:37,41.0,2,3,1.0,35.0,Sample space,Probability ,
17878,3297,1111,26,,4,1,28/04/2023 17:13,,,37,,"Consider the table

$$\begin{array}{c|ccc}
x & 2 & 2.5 & 4   \\
\hline
y & 0.5 & 0.4 & 0.25 \\
\end{array}$$

Find $P(2.2)$ using Newton's interpolation polynomial.",Basic,$P(2.2) = 0.457$.,$P(2.2) = 0.447$.,$P(2.2) = 0.437$.,$P(2.2) = 0.467$.,,,14/06/2020 20:02,1,15/06/2020 18:23,38.0,4,2,1.0,269.0,Polynomial interpolation,Numerical Methods,
21009,3413,1554,7,2.0,2,0,11/06/2024 9:18,,,2956,,The solution of the condition $$|1-5x|+3 \ \geq \ 1$$ is:,Advanced,$x\in\mathbb{R}$,$x\in\emptyset$,"$x\in(-\infty,-5]\ \cup \ [-3,+\infty)$","$x\in(-\infty,3]\ \cup \ [5,+\infty)$",,,26/04/2023 13:42,1,08/05/2023 0:40,64.0,4,6,1.0,7.0,Absolute value,Fundamental Mathematics,"Algebraic expressions, Equations, and Inequalities"
16779,3117,697,25,,3,1,03/11/2022 15:42,,,81,,"Consider the vectors $u=(1, -1, 1)$ and $v=(2, -2, 0)$ of $\mathbb{R}^3$. The magnitude of the cross product $v\times u$ is:",Basic,$2\sqrt{2}$ and and represents the area of a parallelogram.,$8$ and represents the area of a square .,$7$ and represents the area of a triangle.,$\sqrt{8}$ and represents the area of a rectangle.,,,16/05/2019 11:54,1,24/09/2019 13:41,43.0,2,2,1.0,65.0,Cross product,Analytic Geometry,
22823,3464,1218,4,4.0,5,1,15/01/2025 13:18,,,2162,,"Find the partial differentiation of the function $f(x,y)=x^2y+\sin(y)$.",Basic,"$\dfrac{\partial f}{\partial x} \big( x,y \big)=2x y, \dfrac{\partial f}{\partial y} \big( x,y \big)=x^2+\cos(y)$","$\dfrac{\partial f}{\partial x} \big( x,y \big)=2x y, \dfrac{\partial f}{\partial y} \big( x,y \big)=x^2+ \sin(y)$","$\dfrac{\partial f}{\partial x} \big( x,y \big)=2x^2y,\dfrac{\partial f}{\partial y} \big( x,y \big)=x^2+\cos(y)$","$\dfrac{\partial f}{\partial x} \big( x,y \big)=2xy, \dfrac{\partial f}{\partial y} \big( x,y \big)=x^2-\cos(y)$",,,18/03/2021 23:32,1,26/03/2021 12:04,37.0,2,5,1.0,265.0,First order,Differentiation,Partial Differentiation
15686,2902,1251,26,,1,-1,28/06/2022 4:00,,,37,,"Consider the table

$$\begin{array}{c|cccc}
x & 1 & 3 & 4 & 5   \\
\hline
y & 0 & 6 & 24 & 60 \\
\end{array}$$

Find the Newton's interpolational polynomial.",Basic,$P(x)=x^3-3x^2+2x$.,$P(x)=x^3+3x^2+2x$.,$P(x)=-x^3-3x^2+2x$.,$P(x)=x^3-3x^2-2x$.,,,01/06/2021 17:03,1,01/06/2021 17:10,37.0,3,2,1.0,269.0,Polynomial interpolation,Numerical Methods,
10202,1829,219,18,9.0,2,0,26/11/2020 23:52,,,38,,"Find the solution of the following linear system:
$$\begin{cases}
&x_1 &- &x_2 &- &3x_3 &+ &4x_4 &= &1 \\
&x_1 &+ &x_2 &+ &x_3 &+ &2x_4 &= &-1 \\
& &- &x_2 &- &2x_3 &+ &x_4 &= &1 \\
&x_1 &+ &2x_2 &+ &3x_3 &+ &x_4 &= &-2
\end{cases}$$",Basic,"The system has many solutions depending on two parameters:
$$(x_3-3x_4,-1-2x_3+x_4, x_3, x_4), \, \forall x_3,x_4\in\mathbb{R}$$",The system has no solution.,"The system has many solutions depending on one parameter:
$$(1-3x_4,-1+x_4, 1, x_4), \, \forall x_4\in\mathbb{R}$$.","The solution is the vector $\left( \dfrac{1}{3}, 0, -\dfrac{1}{3},1\right)$.",,,06/04/2019 23:52,1,07/04/2019 1:35,37.0,3,3,1.0,137.0,Square linear system,Linear Algebra,Linear Systems
